"Unit_No","Obs_No","SAMPLE_NO","collected_date","Chem_Code","Chem_Name","Chem_Value","Chem_Unit_Code"
"7037-3","FRM005",1706407,"07/11/1997","TDS_EC","Total Dissolved Solids - Based on EC",1700,"mg/L"
"7038-2","CBN004",1706408,"18/05/1950","Ca","Calcium",8.1396,"mg/L"
"7038-2","CBN004",1706408,"18/05/1950","CARB","Carbonate Hardness as CaCO3",30.2736,"mg/L"
"7038-2","CBN004",1706408,"18/05/1950","Cl","Chloride",386.274,"mg/L"
"7038-2","CBN004",1706408,"18/05/1950","CO3","Carbonate",730.422,"mg/L"
"7038-2","CBN004",1706408,"18/05/1950","HARD","Total Hardness as CaCO3",30.2736,"mg/L"
"7038-2","CBN004",1706408,"18/05/1950","Mg","Magnesium",2.4276,"mg/L"
"7038-2","CBN004",1706408,"18/05/1950","Na","Sodium",799.5372,"mg/L"
"7038-2","CBN004",1706408,"18/05/1950","NO3","Nitrate",0,"mg/L"
"7038-2","CBN004",1706408,"18/05/1950","NONCARB","Non-Carbonate Hardness as CaCO3",0,"mg/L"
"7038-2","CBN004",1706408,"18/05/1950","SO4","Sulphate",6.426,"mg/L"
"7038-2","CBN004",1706408,"18/05/1950","TDS_CALC","Total Dissolved Solids - Calculated",1933.2264,"mg/L"
"7038-2","CBN004",1706409,"04/07/1961","Ca","Calcium",19.992,"mg/L"
"7038-2","CBN004",1706409,"04/07/61","CARB","Carbonate Hardness as CaCO3",67.116,"mg/L"
"7038-2","CBN004",1706409,"04/07/1961","Cl","Chloride",391.272,"mg/L"
"7038-2","CBN004",1706409,"04/07/1961","CO3","Carbonate",732.564,"mg/L"
"7038-2","CBN004",1706409,"04/07/1961","HARD","Total Hardness as CaCO3",67.116,"mg/L"
"7038-2","CBN004",1706409,"04/07/1961","Mg","Magnesium",4.284,"mg/L"
"7038-2","CBN004",1706409,"04/07/1961","Na","Sodium",785.4,"mg/L"
"7038-2","CBN004",1706409,"04/07/1961","NO3","Nitrate",0,"mg/L"
"7038-2","CBN004",1706409,"04/07/1961","NONCARB","Non-Carbonate Hardness as CaCO3",0,"mg/L"
"7038-2","CBN004",1706409,"04/07/1961","SO4","Sulphate",0,"mg/L"
"7038-2","CBN004",1706409,"04/07/1961","TDS_CALC","Total Dissolved Solids - Calculated",1933.512,"mg/L"
"7038-2","CBN004",1706410,"10/08/1961","Ca","Calcium",29.988,"mg/L"
"7038-2","CBN004",1706410,"10/08/1961","CARB","Carbonate Hardness as CaCO3",85.68,"mg/L"
"7038-2","CBN004",1706410,"10/08/1961","Cl","Chloride",388.416,"mg/L"
"7038-2","CBN004",1706410,"10/08/1961","CO3","Carbonate",753.984,"mg/L"
"7038-2","CBN004",1706410,"10/08/1961","HARD","Total Hardness as CaCO3",85.68,"mg/L"
"7038-2","CBN004",1706410,"1961-08-10","Mg","Magnesium",2.856,"mg/L"
"7038-2","CBN004",1706410,"10/08/1961","Na","Sodium",795.396,"mg/L"
"7038-2","CBN004",1706410,"10/08/1961","NO3","Nitrate",0,"mg/L"
"7038-2","CBN004",1706410,"10/08/1961","NONCARB","Non-Carbonate Hardness as CaCO3",0,"mg/L"
"7038-2","CBN004",1706410,"10/08/1961","SO4","Sulphate",12.852,"mg/L"
"7038-2","CBN004",1706410,"10/08/1961","TDS_CALC","Total Dissolved Solids - Calculated",1983.492,"mg/L"
"7038-2","CBN004",1706411,"29/07/1975","ALK","Alkanity as CaCO3",1204,"mg/L"
"7038-2","CBN004",1706411,"29/07/1975","B","Boron",2.8,"mg/L"
"7038-2","CBN004",1706411,"29/07/1975","Ca","Calcium",17,"mg/L"
"7038-2","CBN004",1706411,"29-07-1975","CARB","Carbonate Hardness as CaCO3",55,"mg/L"
"7038-2","CBN004",1706411,"29/07/1975","Cl","Chloride",382,"mg/L"
"7038-2","CBN004",1706411,"29/07/1975","DST","Sodium/Total Cations Ratio",95.2,"%"
"7038-2","CBN004",1706411,"29/07/1975","EC","Electroconductivity",3081,"us/cm"
"7038-2","CBN004",1706411,"29/07/75","F","Fluoride",1.9,"mg/L"
"7038-2","CBN004",1706411,"29/07/1975","Fe","Iron: Iron Total (water analysis)",0.02,"mg/L"
"7038-2","CBN004",1706411,"29/07/1975","HARD","Total Hardness as CaCO3",55,"mg/L"
"7038-2","CBN004",1706411,"29 Jul 1975","HCO3","Bicarbonate",1469,"mg/L"
"7038-2","CBN004",1706411,"29/07/1975","K","Potassium",20,"mg/L"
"7038-2","CBN004",1706411,"29/07/75","Mg","Magnesium",3,"mg/L"
"7038-2","CBN004",1706411,"27604","Na","Sodium",738,"mg/L"
"7038-2","CBN004",1706411,"29/07/1975","NO3","Nitrate",1,"mg/L"
"7038-2","CBN004",1706411,"29/07/1975","NONCARB","Non-Carbonate Hardness as CaCO3",0,"mg/L"
"7038-2","CBN004",1706411,"29/07/1975","pH","Acidity/Alkalinity",8.2,"pH"
"7038-2","CBN004",1706411,"29/07/1975","SiO2","Silicon Dioxide; Silica (reactive) (water analysis)",11,"mg/L"
"7038-2","CBN004",1706411,"29-07-1975","SO4","Sulphate",2,"mg/L"
"7038-2","CBN004",1706411,"29/07/1975","TDS_CALC","Total Dissolved Solids - Calculated",1886,"mg/L"
"7038-2","CBN004",1706411,"29/07/1975","TDS_RESID","Residual Total Dissolved solids",1976,"mg/L"
"7038-2","CBN004",1706412,"13/04/1978","ALK","Alkanity as CaCO3",1198,"mg/L"
"7038-2","CBN004",1706412,"13/04/1978","Ca","Calcium",17,"mg/L"
"7038-2","CBN004",1706412,"13/04/1978","CARB","Carbonate Hardness as CaCO3",55,"mg/L"
"7038-2","CBN004",1706412,"13/04/1978","Cl","Chloride",391,"mg/L"
"7038-2","CBN004",1706412,"13/04/1978","CO3","Carbonate",69,"mg/L"
"7038-2","CBN004",1706412,"13/04/1978","DST","Sodium/Total Cations Ratio",95.2,"%"
"7038-2","CBN004",1706412,"13/04/1978","EC","Electroconductivity",3099,"us/cm"
"7038-2","CBN004",1706412,"13/04/1978","HARD","Total Hardness as CaCO3",55,"mg/L"
"7038-2","CBN004",1706412,"13/04/1978","HCO3","Bicarbonate",1322,"mg/L"
"7038-2","CBN004",1706412,"13/04/1978","K","Potassium",22,"mg/L"
"7038-2","CBN004",1706412,"13/04/1978","Mg","Magnesium",3,"mg/L"
"7038-2","CBN004",1706412,"13/04/1978","Na","Sodium",764,"mg/L"
"7038-2","CBN004",1706412,"13/04/1978","NO3","Nitrate",38,"mg/L"
"7038-2","CBN004",1706412,"13/04/1978","NONCARB","Non-Carbonate Hardness as CaCO3",1,"mg/L"
"7038-2","CBN004",1706412,"13/04/1978","pH","Acidity/Alkalinity",8.6,"pH"
"7038-2","CBN004",1706412,"13/04/1978","SO4","Sulphate",4,"mg/L"
"7038-2","CBN004",1706412,"13/04/1978","TDS_CALC","Total Dissolved Solids - Calculated",1957,"mg/L"
"7038-2","CBN004",96357,"13/07/1980","ALK","Alkanity as CaCO3",1206,"mg/L"
"7038-2","CBN004",96357,"13/07/1980","B","Boron",3,"mg/L"
"7038-2","CBN004",96357,"13/07/1980","Ca","Calcium",5,"mg/L"
"7038-2","CBN004",96357,"13/07/1980","CARB","Carbonate Hardness as CaCO3",25,"mg/L"
"7038-2","CBN004",96357,"07/13/1980","Cl","Chloride",380,"mg/L"
"7038-2","CBN004",96357,"13/07/1980","EC","Electroconductivity",2904,"us/cm"
"7038-2","CBN004",96357,"13/07/1980","F","Fluoride",1.9,"mg/L"
"7038-2","CBN004",96357,"13 Jul 1980","HARD","Total Hardness as CaCO3",25,"mg/L"
"7038-2","CBN004",96357,"07/13/1980","HCO3","Bicarbonate",1471,"mg/L"
"7038-2","CBN004",96357,"13/07/1980","K","Potassium",23,"mg/L"
"7038-2","CBN004",96357,"13/07/1980","Mg","Magnesium",3,"mg/L"
"7038-2","CBN004",96357,"13/07/1980","Na","Sodium",750,"mg/L"
"7038-2","CBN004",96357,"13/07/1980","NO3(N)","Nitrate as N",1,"mg/L"
"7038-2","CBN004",96357,"13/07/1980","NONCARB","Non-Carbonate Hardness as CaCO3",1,"mg/L"
"7038-2","CBN004",96357,"13/07/1980","pH","Acidity/Alkalinity",7.9,"pH"
"7038-2","CBN004",96357,"13/07/1980","SiO2","Silicon Dioxide; Silica (reactive) (water analysis)",25,"mg/L"
"7038-2","CBN004",96357,"13/07/1980","SO4","Sulphate",1,"mg/L"
"7038-2","CBN004",96357,"13/07/1980","TDS_CALC","Total Dissolved Solids - Calculated",1887,"mg/L"
"7038-2","CBN004",96358,"01/01/1986","ALK","Alkanity as CaCO3",1198,"mg/L"
"7038-2","CBN004",96358,"01/01/1986","Ca","Calcium",17,"mg/L"
"7038-2","CBN004",96358,"01/01/1986","CARB","Carbonate Hardness as CaCO3",55,"mg/L"
"7038-2","CBN004",96358,"01/01/1986","Cl","Chloride",391,"mg/L"
"7038-2","CBN004",96358,"31413","CO3","Carbonate",69,"mg/L"
"7038-2","CBN004",96358,"31413","DST","Sodium/Total Cations Ratio",86,"%"
"7038-2","CBN004",96358,"01/01/1986","EC","Electroconductivity",3099,"us/cm"
"7038-2","CBN004",96358,"01/01/1986","HARD","Total Hardness as CaCO3",55,"mg/L"
"7038-2","CBN004",96358,"01/01/1986","HCO3","Bicarbonate",1322,"mg/L"
"7038-2","CBN004",96358,"01/01/1986","K","Potassium",22,"mg/L"
"7038-2","CBN004",96358,"01/01/1986","Mg","Magnesium",3,"mg/L"
"7038-2","CBN004",96358,"01/01/1986","Na","Sodium",764,"mg/L"
"7038-2","CBN004",96358,"01/01/1986","NO3(N)","Nitrate as N",38,"mg/L"
"7038-2","CBN004",96358,"01/01/1986","NONCARB","Non-Carbonate Hardness as CaCO3",1,"mg/L"
"7038-2","CBN004",96358,"01/01/1986","pH","Acidity/Alkalinity",8.6,"pH"
"7038-2","CBN004",96358,"01/01/1986","SO4","Sulphate",4,"mg/L"
"7038-2","CBN004",96358,"01/01/1986","TDS_CALC","Total Dissolved Solids - Calculated",1957,"mg/L"
"7038-2","CBN004",1706413,"07/11/1997","ALK","Alkanity as CaCO3",1190,"mg/L"
"7038-2","CBN004",1706413,"1997-11-07","Br","Bromide",1.4,"mg/L"
"7038-2","CBN004",1706413,"07/11/1997","Ca","Calcium",16.6,"mg/L"
"7038-2","CBN004",1706413,"07-11-1997","CARB","Carbonate Hardness as CaCO3",53,"mg/L"
"7038-2","CBN004",1706413,"07/11/1997","Cl","Chloride",370,"mg/L"
"7038-2","CBN004",1706413,"07/11/1997","CO2","Carbon Dioxide: Free Carbon Dioxide (water analysis)",115,"mg/L"
"7038-2","CBN004",1706413,"07/11/1997","DST","Sodium/Total Cations Ratio",95.2,"%"
"7038-2","CBN004",1706413,"07/11/1997","EC","Electroconductivity",3150,"us/cm"
"7038-2","CBN004",1706413,"07/11/1997","F","Fluoride",1.8,"mg/L"
"7038-2","CBN004",1706413,"07/11/1997","Fe","Iron: Iron Total (water analysis)",0.168,"mg/L"
"7038-2","CBN004",1706413,"07/11/1997","HARD","Total Hardness as CaCO3",53,"mg/L"
"7038-2","CBN004",1706413,"07/11/1997","HCO3","Bicarbonate",1450,"mg/L"
"7038-2","CBN004",1706413,"07/11/1997","K","Potassium",22.7,"mg/L"
"7038-2","CBN004",1706413,"07/11/1997","LGI","Langelier Index",-0.01,"INDEX"
"7038-2","CBN004",1706413,"07/11/1997","Mg","Magnesium",2.8,"mg/L"
"7038-2","CBN004",1706413,"07/11/1997","Na","Sodium",751,"mg/L"
"7038-2","CBN004",1706413,"07/11/1997","NO3","Nitrate",0.05,"mg/L"
"7038-2","CBN004",1706413,"07/11/1997","NONCARB","Non-Carbonate Hardness as CaCO3",0,"mg/L"
"7038-2","CBN004",1706413,"07/11/1997","NOX","Nitrite and Nitrate",0.011,"mg/L"
"7038-2","CBN004",1706413,"07/11/1997","pH","Acidity/Alkalinity",7.3,"pH"
"7038-2","CBN004",1706413,"07/11/1997","SAR","Sodium Adsorption Ratio",44.8,"RATIO"
"7038-2","CBN004",1706413,"07/11/97","SiO2","Silicon Dioxide; Silica (reactive) (water analysis)",25,"mg/L"
"7038-2","CBN004",1706413,"07/11/1997","SO4","Sulphate",1,"mg/L"
"7038-2","CBN004",1706413,"07/11/1997","TDS_CALC","Total Dissolved Solids - Calculated",1900,"mg/L"
"7038-2","CBN004",1706413,"07/11/1997","TDS_EC","Total Dissolved Solids - Based on EC",1700,"mg/L"
"7041-100","STZ005",1124993,"04/10/1980","ALK","Alkanity as CaCO3",1563,"mg/L"
"7041-100","STZ005",1124993,"04/10/1980","Ca","Calcium",18.5,"mg/L"
"7041-100","STZ005",1124993,"04/10/1980","CARB","Carbonate Hardness as CaCO3",65,"mg/L"
"7041-100","STZ005",1124993,"04/10/1980","Cl","Chloride",5929,"mg/L"
"7041-100","STZ005",1124993,"04/10/1980","DST","Sodium/Total Cations Ratio",36.6,"%"
"7041-100","STZ005",1124993,"04-10-1980","EC","Electroconductivity",21127,"us/cm"
"7041-100","STZ005",1124993,"04/10/1980","HARD","Total Hardness as CaCO3",65,"mg/L"
"7041-100","STZ005",1124993,"04/10/1980","HCO3","Bicarbonate",1907,"mg/L"
"7041-100","STZ005",1124993,"04/10/1980","ION","Ion Balance",1.1,"%"
"7041-100","STZ005",1124993,"04/10/1980","K","Potassium",5100,"mg/L"
"7041-100","STZ005",1124993,"04/10/1980","Mg","Magnesium",4.65,"mg/L"
"7041-100","STZ005",1124993,"04/10/1980","Na","Sodium",1750,"mg/L"
"7041-100","STZ005",1124993,"04/10/1980","NO3(N)","Nitrate as N",10,"mg/L"
"7041-100","STZ005",1124993,"04/10/1980","NONCARB","Non-Carbonate Hardness as CaCO3",1,"mg/L"
"7041-100","STZ005",1124993,"04/10/1980","pH","Acidity/Alkalinity",7.3,"pH"
"7041-100","STZ005",1124993,"04/10/1980","SO4","Sulphate",230,"mg/L"
"7041-100","STZ005",1124993,"04/10/1980","TDS_CALC","Total Dissolved Solids - Calculated",13980,"mg/L"
"7041-100","STZ005",1124992,"07/10/1980","ALK","Alkanity as CaCO3",1518,"mg/L"
"7041-100","STZ005",1124992,"07/10/1980","Ca","Calcium",15,"mg/L"
"7041-100","STZ005",1124992,"07/10/1980","CARB","Carbonate Hardness as CaCO3",54,"mg/L"
"7041-100","STZ005",1124992,"1980-10-07","Cl","Chloride",5937,"mg/L"
"7041-100","STZ005",1124992,"07/10/1980","DST","Sodium/Total Cations Ratio",37.1,"%"
"7041-100","STZ005",1124992,"07/10/1980","EC","Electroconductivity",20870,"us/cm"
"7041-100","STZ005",1124992,"07/10/1980","HARD","Total Hardness as CaCO3",54,"mg/L"
"7041-100","STZ005",1124992,"07/10/1980","HCO3","Bicarbonate",1851,"mg/L"
"7041-100","STZ005",1124992,"07/10/1980","ION","Ion Balance",0.5,"%"
"7041-100","STZ005",1124992,"07/10/1980","K","Potassium",5000,"mg/L"
"7041-100","STZ005",1124992,"07/10/1980","Mg","Magnesium",4,"mg/L"
"7041-100","STZ005",1124992,"07/10/1980","Na","Sodium",1750,"mg/L"
"7041-100","STZ005",1124992,"07/10/1980","NO3(N)","Nitrate as N",15,"mg/L"
"7041-100","STZ005",1124992,"07/10/1980","NONCARB","Non-Carbonate Hardness as CaCO3",1,"mg/L"
"7041-100","STZ005",1124992,"07/10/1980","pH","Acidity/Alkalinity",7.3,"pH"
"7041-100","STZ005",1124992,"07/10/1980","SO4","Sulphate",250,"mg/L"
"7041-100","STZ005",1124992,"07/10/1980","TDS_CALC","Total Dissolved Solids - Calculated",13861,"mg/L"
"6239-45","CDM019",1663152,"09/30/2008","ALK","Alkanity as CaCO3",924,"mg/L"
"6239-45","CDM019",1663152,"30/09/2008","DO","Dissolved Oxygen",0.83,"mg/L"
"6239-45","CDM019",1663152,"30/09/2008","EC","Electroconductivity",5636,"us/cm"
"6239-45","CDM019",1663152,"30/09/2008","Eh","Redox Potential",-250.3,"mV"
"6239-45","CDM019",1663152,"30/09/2008","Field pH","Field pH",7.34,"pH"
"5841-47","MLC003",1705520,"22/05/1998","ALK","Alkanity as CaCO3",224,"mg/L"
"5841-47","MLC003",1705520,"22/05/1998","Br","Bromide",4.4,"mg/L"
"5841-47","MLC003",1705520,"22 May 1998","Ca","Calcium",252,"mg/L"
"5841-47","MLC003",1705520,"22/05/1998","Cl","Chloride",1220,"mg/L"
"5841-47","MLC003",1705520,"22/05/1998","EC","Electroconductivity",5460,"us/cm"
"5841-47","MLC003",1705520,"22/05/1998","F","Fluoride",1.09,"mg/L"
"5841-47","MLC003",1705520,"22/05/1998","Fe","Iron: Iron Total (water analysis)",2.35,"mg/L"
"5841-47","MLC003",1705520,"22/05/1998","HARD","Total Hardness as CaCO3",1153,"mg/L"
"5841-47","MLC003",1705520,"22/05/1998","HCO3","Bicarbonate",273,"mg/L"
"5841-47","MLC003",1705520,"22/05/1998","ION","Ion Balance",0.41,"%"
"5841-47","MLC003",1705520,"22/05/1998","K","Potassium",46.6,"mg/L"
"5841-47","MLC003",1705520,"05/22/1998","LGI","Langelier Index",0.33,"INDEX"
"5841-47","MLC003",1705520,"22/05/1998","Mg","Magnesium",127,"mg/L"
"5841-47","MLC003",1705520,"22/05/1998","Na","Sodium",757,"mg/L"
"5841-47","MLC003",1705520,"22/05/1998","NOX","Nitrite and Nitrate",0.005,"mg/L"
"5841-47","MLC003",1705520,"22/05/1998","NOX(NO3)","Nitrite and Nitrate as NO3",0.02,"mg/L"
"5841-47","MLC003",1705520,"22/05/1998","pH","Acidity/Alkalinity",7.2,"pH"
"5841-47","MLC003",1705520,"22/05/1998","SAR","Sodium Adsorption Ratio",9.71,"RATIO"
"5841-47","MLC003",1705520,"22/05/1998","SiO2","Silicon Dioxide; Silica (reactive) (water analysis)",12,"mg/L"
"5841-47","MLC003",1705520,"22/05/1998","SO4","Sulphate",852,"mg/L"
"5841-47","MLC003",1705520,"22/05/1998","TDS_CALC","Total Dissolved Solids - Calculated",3400,"mg/L"
"5841-47","MLC003",1705520,"22/05/1998","TDS_EC","Total Dissolved Solids - Based on EC",3100,"mg/L"
"5841-47","MLC003",1705520,"22/05/1998","TKN(N)","Total Kjedahl Nitrogen as N",0.22,"mg/L"
"6936-13","FRM003",1706324,"03/11/1997","ALK","Alkanity as CaCO3",1170,"mg/L"
"6936-13","FRM003",1706324,"03/11/1997","Br","Bromide",1.4,"mg/L"
"6936-13","FRM003",1706324,"35737","Ca","Calcium",6.3,"mg/L"
"6936-13","FRM003",1706324,"03/11/1997","CARB","Carbonate Hardness as CaCO3",27,"mg/L"
"6936-13","FRM003",1706324,"03/11/1997","Cl","Chloride",400,"mg/L"
"6936-13","FRM003",1706324,"03/11/1997","CO2","Carbon Dioxide: Free Carbon Dioxide (water analysis)",23,"mg/L"
"6936-13","FRM003",1706324,"03/11/1997","DST","Sodium/Total Cations Ratio",97.6,"%"
"6936-13","FRM003",1706324,"03/11/1997","EC","Electroconductivity",3200,"us/cm"
"6936-13","FRM003",1706324,"03/11/1997","F","Fluoride",2.85,"mg/L"
"6936-13","FRM003",1706324,"03.11.1997","Fe","Iron: Iron Total (water analysis)",0.027,"mg/L"
"6936-13","FRM003",1706324,"03/11/1997","HARD","Total Hardness as CaCO3",27,"mg/L"
"6936-13","FRM003",1706324,"35737","HCO3","Bicarbonate",1430,"mg/L"
"6936-13","FRM003",1706324,"03/11/1997","K","Potassium",8.5,"mg/L"
"6936-13","FRM003",1706324,"03/11/1997","LGI","Langelier Index",0.26,"INDEX"
"6936-13","FRM003",1706324,"03/11/1997","Mg","Magnesium",2.9,"mg/L"
"6936-13","FRM003",1706324,"03/11/1997","Na","Sodium",719,"mg/L"
"6936-13","FRM003",1706324,"03/11/1997","NO3","Nitrate",0.11,"mg/L"
"6936-13","FRM003",1706324,"03/11/1997","NONCARB","Non-Carbonate Hardness as CaCO3",0,"mg/L"
"6936-13","FRM003",1706324,"03/11/1997","NOX","Nitrite and Nitrate",0.024,"mg/L"
"6936-13","FRM003",1706324,"03/11/1997","pH","Acidity/Alkalinity",8,"pH"
"6936-13","FRM003",1706324,"03-11-1997","SAR","Sodium Adsorption Ratio",59.7,"RATIO"
"6936-13","FRM003",1706324,"03/11/1997","SiO2","Silicon Dioxide; Silica (reactive) (water analysis)",20,"mg/L"
"6936-13","FRM003",1706324,"1997-11-03","SO4","Sulphate",1,"mg/L"
"6936-13","FRM003",1706324,"03/11/1997","TDS_CALC","Total Dissolved Solids - Calculated",1860,"mg/L"
"6936-13","FRM003",1706324,"03/11/1997","TDS_EC","Total Dissolved Solids - Based on EC",1800,"mg/L"
"5945-75","DLH008",1705629,"23/05/1997","ALK","Alkanity as CaCO3",101,"mg/L"
"5945-75","DLH008",1705629,"23/05/1997","Br","Bromide",0.6,"mg/L"
"5945-75","DLH008",1705629,"23/05/1997","Ca","Calcium",54.4,"mg/L"
"5945-75","DLH008",1705629,"23/05/1997","CARB","Carbonate Hardness as CaCO3",101,"mg/L"
"5945-75","DLH008",1705629,"23/05/1997","Cl","Chloride",330,"mg/L"
"5945-75","DLH008",1705629,"23/05/1997","CO2","Carbon Dioxide: Free Carbon Dioxide (water analysis)",4,"mg/L"
"5945-75","DLH008",1705629,"23/05/1997","DST","Sodium/Total Cations Ratio",63.5,"%"
"5945-75","DLH008",1705629,"23/05/1997","EC","Electroconductivity",1650,"us/cm"
"5945-75","DLH008",1705629,"23/05/1997","F","Fluoride",1.18,"mg/L"
"5945-75","DLH008",1705629,"23/05/1997","Fe","Iron: Iron Total (water analysis)",0.011,"mg/L"
"5945-75","DLH008",1705629,"23/05/1997","HARD","Total Hardness as CaCO3",247,"mg/L"
"5945-75","DLH008",1705629,"05/23/1997","HCO3","Bicarbonate",123,"mg/L"
"5945-75","DLH008",1705629,"23/05/1997","K","Potassium",15.2,"mg/L"
"5945-75","DLH008",1705629,"23/05/1997","LGI","Langelier Index",-0.14,"INDEX"
"5945-75","DLH008",1705629,"23/05/1997","Mg","Magnesium",27.1,"mg/L"
"5945-75","DLH008",1705629,"23/05/1997","Na","Sodium",213,"mg/L"
"5945-75","DLH008",1705629,"23/05/1997","NO3","Nitrate",0.05,"mg/L"
"5945-75","DLH008",1705629,"23/05/1997","NONCARB","Non-Carbonate Hardness as CaCO3",147,"mg/L"
"5945-75","DLH008",1705629,"23/05/1997","NOX","Nitrite and Nitrate",0.007,"mg/L"
"5945-75","DLH008",1705629,"23/05/1997","pH","Acidity/Alkalinity",7.7,"pH"
"5945-75","DLH008",1705629,"23/05/1997","SAR","Sodium Adsorption Ratio",5.9,"RATIO"
"5945-75","DLH008",1705629,"23/05/1997","SiO2","Silicon Dioxide; Silica (reactive) (water analysis)",20,"mg/L"
"5945-75","DLH008",1705629,"23-05-1997","SO4","Sulphate",152,"mg/L"
"5945-75","DLH008",1705629,"23/05/1997","TDS_CALC","Total Dissolved Solids - Calculated",873,"mg/L"
"5945-75","DLH008",1705629,"23/05/1997","TDS_EC","Total Dissolved Solids - Based on EC",910,"mg/L"
"5945-75","DLH008",1705630,"05/15/1998","Br","Bromide",0.6,"mg/L"
"5945-75","DLH008",1705630,"15/05/1998","Ca","Calcium",54,"mg/L"
"5945-75","DLH008",1705630,"15/05/1998","Cl","Chloride",352,"mg/L"
"5945-75","DLH008",1705630,"15/05/1998","EC","Electroconductivity",1600,"us/cm"
"5945-75","DLH008",1705630,"15/05/1998","HCO3","Bicarbonate",128.1,"mg/L"
"5945-75","DLH008",1705630,"15/05/1998","K","Potassium",16,"mg/L"
"5945-75","DLH008",1705630,"15/05/1998","Mg","Magnesium",27,"mg/L"
"5945-75","DLH008",1705630,"15/05/1998","Na","Sodium",230,"mg/L"
"5945-75","DLH008",1705630,"15/05/1998","SiO2","Silicon Dioxide; Silica (reactive) (water analysis)",9,"mg/L"
"5945-75","DLH008",1705630,"15/05/1998","SO4","Sulphate",57,"mg/L"
"5945-75","DLH008",1705630,"05/15/1998","Sr","Strontium",5.1,"mg/L"
"5945-75","DLH008",1705630,"15/05/1998","TDS_CALC","Total Dissolved Solids - Calculated",878.8,"mg/L"
"5945-75","DLH008",1042572,"01/05/2006","ALK","Alkanity as CaCO3",109.2,"mg/L"
"5945-75","DLH008",1042572,"01/05/2006","Br","Bromide",0.54,"mg/L"
"5945-75","DLH008",1042572,"01/05/2006","Ca","Calcium",58,"mg/L"
"5945-75","DLH008",1042572,"01/05/2006","Cl","Chloride",355,"mg/L"
"5945-75","DLH008",1042572,"01/05/2006","F","Fluoride",1.2,"mg/L"
"5945-75","DLH008",1042572,"01/05/2006","K","Potassium",21,"mg/L"
"5945-75","DLH008",1042572,"01/05/2006","Mg","Magnesium",27,"mg/L"
"5945-75","DLH008",1042572,"01/05/2006","Na","Sodium",228,"mg/L"
"5945-75","DLH008",1042572,"01/05/2006","NH4(N)","Ammonium as N",0.14,"mg/L"
"5945-75","DLH008",1042572,"01/05/2006","NO3(N)","Nitrate as N",0.05,"mg/L"
"5945-75","DLH008",1042572,"38838","NOX(N)","Nitrite and nitrate as N",0.01,"mg/L"
"5945-75","DLH008",1042572,"01/05/2006","pH","Acidity/Alkalinity",7.3,"pH"
"5945-75","DLH008",1042572,"38838","S","Sulphur",58,"mg/L"
"5945-75","DLH008",1042572,"01/05/2006","SO4","Sulphate",160,"mg/L"
"5945-75","DLH008",1042586,"01/05/2006","ALK","Alkanity as CaCO3",90,"mg/L"
"5943-21","ODN015",586229,"37502","ALK","Alkanity as CaCO3",229,"mg/L"
"5943-21","ODN015",586229,"03/09/2002","Ca","Calcium",52.9,"mg/L"
"5943-21","ODN015",586229,"03/09/2002","Cl","Chloride",749,"mg/L"
"5943-21","ODN015",586229,"03/09/2002","EC","Electroconductivity",3230,"us/cm"
"5943-21","ODN015",586229,"03/09/2002","F","Fluoride",0.39,"mg/L"
"5943-21","ODN015",586229,"03/09/2002","Fe","Iron: Iron Total (water analysis)",0.03,"mg/L"
"5943-21","ODN015",586229,"03/09/2002","HARD","Total Hardness as CaCO3",148.1,"mg/L"
"5943-21","ODN015",586229,"03/09/2002","HCO3","Bicarbonate",279,"mg/L"
"5943-21","ODN015",586229,"03/09/2002","ION","Ion Balance",-1.33,"%"
"5943-21","ODN015",586229,"03/09/2002","K","Potassium",9.3,"mg/L"
"5943-21","ODN015",586229,"03/09/02","LGI","Langelier Index",0.06,"INDEX"
"5943-21","ODN015",586229,"03/09/2002","Mg","Magnesium",3.9,"mg/L"
"5943-21","ODN015",586229,"03.09.2002","Na","Sodium",682,"mg/L"
"5943-21","ODN015",586229,"03/09/2002","NOX(N)","Nitrite and nitrate as N",0.005,"mg/L"
"5943-21","ODN015",586229,"2002-09-03","NOX(NO3)","Nitrite and Nitrate as NO3",0.02,"mg/L"
"5943-21","ODN015",586229,"03/09/2002","pH","Acidity/Alkalinity",7.6,"pH"
"5943-21","ODN015",586229,"03/09/2002","SAR","Sodium Adsorption Ratio",24.4,"RATIO"
"5943-21","ODN015",586229,"03 Sep 2002","SiO2","Silicon Dioxide; Silica (reactive) (water analysis)",23,"mg/L"
"5943-21","ODN015",586229,"03/09/2002","SO4","Sulphate",384,"mg/L"
"5943-21","ODN015",586229,"03/09/2002","TDS_CALC","Total Dissolved Solids - Calculated",2040,"mg/L"
"5943-21","ODN015",586229,"03/09/2002","TDS_EC","Total Dissolved Solids - Based on EC",1800,"mg/L"
"6044-9","DLH009",586232,"04/09/2002","ALK","Alkanity as CaCO3",206,"mg/L"
"6044-9","DLH009",586232,"04/09/2002","Ca","Calcium",65.8,"mg/L"
"6044-9","DLH009",586232,"04/09/2002","Cl","Chloride",818,"mg/L"
"6044-9","DLH009",586232,"04/09/2002","EC","Electroconductivity",3140,"us/cm"
"6044-9","DLH009",586232,"04/09/2002","F","Fluoride",0.48,"mg/L"
